Witness ID,Witness Name,Title,Organization,Meeting Name,Date,Time,Acronym,Notice Link,Evidence Link,Minutes Link
99300,Ms. Janet Cooper,", Senior Director",Canadian Pharmacists Association,HESA,"Thursday, April 10, 2014",8:47 a.m. - 10:47 a.m. (EDT),HESA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/HESA/meeting-22/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/HESA/meeting-22/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/41-2/HESA/meeting-22/minutes
99300,Ms. Janet Cooper,", Senior Director",Canadian Pharmacists Association,HUMA,"Thursday, April 10, 2014",11:03 a.m. - 1:00 p.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/minutes
99300,Ms. Janet Cooper,", Senior Director",Canadian Pharmacists Association,HUMA,"Thursday, September 21, 2006",11:03 a.m. - 1:00 p.m. (EDT),HUMA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HUMA/meeting-10/minutes
99328,Mr. Fariborz Birjandian,", Member",Canadian Immigrant Settlement Sector Alliance (CISSA),CIMM,"Tuesday, November 21, 2006",9:02 a.m. - 10:53 a.m. (EST),CIMM,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-25/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-25/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-25/minutes
99328,Mr. Fariborz Birjandian,", Member",Canadian Immigrant Settlement Sector Alliance (CISSA),CIMM,"Tuesday, November 21, 2006",9:23 a.m. - 11:00 a.m. (EDT),CIMM,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/minutes
99328,Mr. Fariborz Birjandian,", Member",Canadian Immigrant Settlement Sector Alliance (CISSA),CIMM,"Tuesday, September 26, 2006",9:23 a.m. - 11:00 a.m. (EDT),CIMM,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/minutes
99286,Ms. Catherine Cobden,", Vice-President",Forest Products Association of Canada,ENVI,"Thursday, November 5, 2009",11:12 a.m. - 1:00 p.m. (EST),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/ENVI/meeting-36/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/ENVI/meeting-36/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/ENVI/meeting-36/minutes
99286,Ms. Catherine Cobden,", Vice-President",Forest Products Association of Canada,ENVI,"Thursday, November 5, 2009",3:32 p.m. - 4:53 p.m. (EST),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/minutes
99286,Ms. Catherine Cobden,", Vice-President",Forest Products Association of Canada,ENVI,"Monday, December 4, 2006",3:32 p.m. - 4:53 p.m. (EST),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-32/minutes
99320,Mr. Glen Fisher,", Executive Director",Canadian Association of Railway Suppliers,INDU,"Thursday, October 5, 2006",3:28 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-19/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-19/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-19/minutes
99320,Mr. Glen Fisher,", Executive Director",Canadian Association of Railway Suppliers,FINA,"Thursday, October 5, 2006",3:41 p.m. - 6:34 p.m. (EDT),FINA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/minutes
99320,Mr. Glen Fisher,", Executive Director",Canadian Association of Railway Suppliers,FINA,"Tuesday, September 19, 2006",3:41 p.m. - 6:34 p.m. (EDT),FINA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/minutes
99344,Mr. David Hardy,", President",Fitness Industry Council of Canada,FINA,"Wednesday, October 4, 2006",9:00 a.m. - 11:58 a.m. (MDT),FINA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-29/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-29/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-29/minutes
99322,Mr. Stephan Reichhold,", Member-at-large",Canadian Immigrant Settlement Sector Alliance (CISSA),CIMM,"Tuesday, September 26, 2006",9:23 a.m. - 11:00 a.m. (EDT),CIMM,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/minutes
99310,Mr. Aaron Freeman,,PollutionWatch,ENVI,"Tuesday, December 12, 2006",9:03 a.m. - 11:04 a.m. (EST),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-37/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-37/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-37/minutes
99310,Mr. Aaron Freeman,,PollutionWatch,ENVI,"Tuesday, December 12, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99310,Mr. Aaron Freeman,,PollutionWatch,ENVI,"Thursday, September 21, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Tuesday, October 24, 2006",9:05 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-19/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-19/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-19/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Tuesday, October 24, 2006",9:11 a.m. - 11:07 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Tuesday, October 24, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Tuesday, September 26, 2006",9:11 a.m. - 11:07 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-14/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Tuesday, September 26, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99288,Mr. Hugh Benevides,", Counsel",PollutionWatch,ENVI,"Thursday, September 21, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99206,Mr. Murray Angus,", Instructor",Nunavut Sivuniksavut Program,AANO,"Tuesday, September 19, 2006",9:05 a.m. - 10:47 a.m. (EDT),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, April 9, 2019",8:46 a.m. - 11:04 a.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/JUST/meeting-142/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/JUST/meeting-142/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/JUST/meeting-142/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,CIIT,"Tuesday, April 9, 2019",8:45 a.m. - 10:40 a.m. (EDT),CIIT,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Tuesday, April 9, 2019",11:00 a.m. - 12:58 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, April 9, 2019",3:31 p.m. - 5:26 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Tuesday, April 9, 2019",3:30 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Tuesday, April 9, 2019",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, April 9, 2019",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,CIIT,"Tuesday, May 31, 2016",8:45 a.m. - 10:40 a.m. (EDT),CIIT,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/42-1/CIIT/meeting-22/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Tuesday, May 31, 2016",11:00 a.m. - 12:58 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, May 31, 2016",3:31 p.m. - 5:26 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Tuesday, May 31, 2016",3:30 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Tuesday, May 31, 2016",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, May 31, 2016",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Thursday, October 21, 2010",11:00 a.m. - 12:58 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-3/INDU/meeting-39/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Thursday, October 21, 2010",3:31 p.m. - 5:26 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Thursday, October 21, 2010",3:30 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Thursday, October 21, 2010",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Thursday, October 21, 2010",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Monday, April 27, 2009",3:31 p.m. - 5:26 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/40-2/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Monday, April 27, 2009",3:30 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Monday, April 27, 2009",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Monday, April 27, 2009",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,INDU,"Wednesday, April 18, 2007",3:30 p.m. - 5:37 p.m. (EDT),INDU,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/INDU/meeting-54/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Wednesday, April 18, 2007",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Wednesday, April 18, 2007",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,SDIR,"Tuesday, November 28, 2006",11:07 a.m. - 12:47 p.m. (EST),SDIR,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/SDIR/meeting-6/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, November 28, 2006",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99350,Mr. Richard Elliott,", Executive Director",HIV Legal Network,JUST,"Tuesday, September 26, 2006",3:44 p.m. - 5:47 p.m. (EDT),JUST,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/JUST/meeting-16/minutes
99284,Ms. Elly Meister,", Vice-President",Canadian Trucking Alliance,FINA,"Tuesday, September 19, 2006",10:08 a.m. - 1:01 p.m. (EDT),FINA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-15/minutes
99324,Dr. Gary Pekeles,", Executive Director",Canadian Paediatric Society,FINA,"Tuesday, September 19, 2006",3:41 p.m. - 6:34 p.m. (EDT),FINA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/FINA/meeting-16/minutes
99296,Dr. Gregory Taylor,", Acting Director General",Public Health Agency of Canada,HESA,"Thursday, September 21, 2006",3:35 p.m. - 5:26 p.m. (EDT),HESA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-14/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-14/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-14/minutes
99289,Ms. Fe de Leon,", Researcher",PollutionWatch,ENVI,"Thursday, September 21, 2006",9:01 a.m. - 10:59 a.m. (EDT),ENVI,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/ENVI/meeting-12/minutes
99279,Ms. Valerie Gideon,", Senior Director",Assembly of First Nations,HESA,"Tuesday, October 3, 2006",3:31 p.m. - 5:32 p.m. (EDT),HESA,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-18/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-18/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/HESA/meeting-18/minutes
99325,Ms. Bridget Foster,", Member-at-large",Canadian Immigrant Settlement Sector Alliance (CISSA),CIMM,"Tuesday, September 26, 2006",9:23 a.m. - 11:00 a.m. (EDT),CIMM,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/CIMM/meeting-15/minutes
99208,Ms. Mishael Gordon,", Student",Nunavut Sivuniksavut Program,AANO,"Tuesday, September 19, 2006",9:05 a.m. - 10:47 a.m. (EDT),AANO,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/notice,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/evidence,https://www.ourcommons.ca//www.ourcommons.ca/DocumentViewer/en/39-1/AANO/meeting-14/minutes
